Gonzalez, Scarlett  ID=149189      1st Period Teacher=Abernathy S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
Walker, Gianna  ID=113873      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 6th
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Lopez, Luna  ID=126055      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A


Nelson, William  ID=184060      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, 5th
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


Flores, Gianna  ID=162639      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, 6th


Walker, Nora  ID=103200      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [Not Just a nurse],  Davenport W,  Presenter 37, 5th


Rodriguez, Liam  ID=122203      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
2,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Wilson, Zoey  ID=169213      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
2,  [Career in Government],  Ormsby M,  Presenter 16, N/A
3,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
4,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A


Robinson, Amelia  ID=116947      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, 1st
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Hill, Henry  ID=110890      1st Period Teacher=Greystone M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
3,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Jones, James  ID=166396      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 3rd
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Campbell, Henry  ID=194960      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Smith, Wyatt  ID=165697      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A


Thompson, Ava  ID=117817      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
2,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
3,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
4,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A


Wright, Layla  ID=123286      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A


Moore, Riley  ID=157594      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
4,  [Career in Government],  Ormsby M,  Presenter 16, N/A


Lee, Alexander  ID=194733      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, 6th
2,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, 4th
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Anderson, Levi  ID=137096      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Jackson, Mateo  ID=168394      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
2,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A


Wilson, Zoey  ID=162197      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 2nd
2,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
3,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A


Hill, Amelia  ID=152740      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
2,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Martin, Gianna  ID=106682      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Mitchell, Jackson  ID=116080      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 6th
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, 2nd
4,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A


Nguyen, Mason  ID=108187      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in Government],  Ormsby M,  Presenter 16, N/A
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, 5th
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
4,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, 6th


Young, Ava  ID=133510      1st Period Teacher=Greystone O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, 6th
3,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 5th


Adams, Sophia  ID=105888      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 5th
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A


Baker, Daniel  ID=147419      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 6th


Allen, Carter  ID=173476      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
3,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
4,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A


Walker, Riley  ID=136972      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
2,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
3,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 7th
4,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A


Gonzalez, Mia  ID=193382      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
2,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 5th
4,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A


Torres, Ella  ID=144064      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
3,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
4,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, 5th


Campbell, Camila  ID=165545      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 5th
4,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A


Thompson, Harper  ID=112043      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, 2nd


Flores, Aria  ID=111415      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Career in Government],  Ormsby M,  Presenter 16, N/A


Scott, Aiden  ID=102138      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
3,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 1st
4,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A


King, Elijah  ID=149863      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Pilot],  Galloway J,  Presenter 31, 5th
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, 1st
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 4th
4,  [Why You need a resume],  Greystone M,  Presenter 2, N/A


Scott, Joseph  ID=183252      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, 6th


Nelson, Zoey  ID=166688      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
2,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, 5th
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, 6th


Jones, Mia  ID=159984      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A


Clark, Aiden  ID=156108      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, 7th
2,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, 6th


Hill, Layla  ID=156922      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
3,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, 1st


Lee, Jack  ID=147191      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
3,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


White, Sebastian  ID=112484      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A


Rivera, Zoey  ID=102365      1st Period Teacher=Haverford G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
3,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Rivera, Oliver  ID=132545      1st Period Teacher=Ingram O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, 7th
2,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
3,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
