SUBJECT,  [Women in Electrical Engineering]
 Marlowe B by  Presenter 1
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
2, Hall, Scarlett,N/A, [Women in Electrical Engineering],  Marlowe B
2, Wright, Scarlett,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Carter, Mila,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Campbell, Mason,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Brown, Sophia,N/A, [The Entertainment Business],  Sinclair J
3, Lopez, Luna,N/A, [Women in Electrical Engineering],  Marlowe B
3, Sanchez, Logan,N/A, [Being a Pilot],  Galloway J
3, Thompson, Ava,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Clark, Gianna,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Rivera, Mila,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Allen, Alexander,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Martin, Jackson,N/A, [The Entertainment Business],  Sinclair J
3, White, Ellie,N/A, [Treating Cancer with Radiation],  Greystone O
3, Nguyen, Benjamin,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Jackson, Lily,N/A, [Space Based Intelligence Software],  Haverford G
3, Lewis, William,N/A, [Being a Chiropractor],  Vance J
3, Carter, Jackson,N/A, [Personalities & Career Explorations],  Ashford S
3, Torres, Emma,6th, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Harris, Sophia,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Miller, Carter,N/A, [Why You need a resume],  Greystone M
4, Rivera, Oliver,N/A,N/A, N/A
4, Harris, Gianna,N/A,N/A, N/A
4, Moore, Mia,N/A,N/A, N/A
4, Moore, Amelia,N/A,N/A, N/A
4, Allen, Mila,N/A,N/A, N/A
4, Harris, Lucas,N/A,N/A, N/A
4, Scott, Mia,N/A,N/A, N/A
4, Garcia, Lily,N/A,N/A, N/A
4, Miller, Isabella,N/A,N/A, N/A
4, Campbell, Sophia,N/A,N/A, N/A
4, Torres, Benjamin,N/A,N/A, N/A
4, Lewis, Luna,N/A,N/A, N/A
4, Thomas, Amelia,N/A,N/A, N/A
4, Lopez, Harper,N/A,N/A, N/A
4, Garcia, Elijah,N/A,N/A, N/A
4, Young, Samuel,N/A,N/A, N/A
4, Perez, Nora,4th,N/A, N/A
4, Nguyen, Levi,N/A,N/A, N/A
4, Anderson, Levi,N/A,N/A, N/A
4, Young, Ella,4th,N/A, N/A
4, Torres, Lily,N/A,N/A, N/A
4, Torres, Chloe,3rd,N/A, N/A
4, Ramirez, Aria,N/A,N/A, N/A
4, Rivera, Zoey,N/A,N/A, N/A


SUBJECT,  [Practicing Now to Be an Author Later]
 Rutherford E by  Presenter 34
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Thompson, Isabella,N/A, [Why You need a resume],  Greystone M
1, Hill, Wyatt,N/A, [Women in Electrical Engineering],  Marlowe B
1, Thomas, Amelia,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Moore, William,N/A, [Exploring IT Careers],  Ellsworth G
1, Roberts, Grace,N/A, [A career in medicine],  Kingsley D
1, Roberts, Benjamin,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
1, Young, Samuel,6th, [Crime Scene Investigation],  Montgomery C
1, Hill, Aria,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Hernandez, Olivia,N/A, [Women in Electrical Engineering],  Marlowe B
1, Rodriguez, Aria,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Hill, Amelia,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Ramirez, Aria,N/A, [Women in Electrical Engineering],  Marlowe B
2, Davis, Riley,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Hill, Ava,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
2, White, William,N/A, [The Entertainment Business],  Sinclair J
2, Thompson, Ava,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
2, Young, Ethan,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Green, Mia,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
2, Wright, Levi,N/A, [Not Just a nurse],  Davenport W
2, Nguyen, Logan,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Davis, Mia,N/A, [School Board Member/SLP],  Fairfax O
2, Allen, Ava,N/A, [Electrical Engineering],  Whitmore C
2, Garcia, James,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Harris, Nora,N/A, [School Board Member/SLP],  Fairfax O
3, Moore, Samuel,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Lee, Lily,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Hill, Ellie,N/A, [Crime Scene Investigation],  Montgomery C
3, Thompson, Samuel,N/A, [Being a Pilot],  Galloway J
3, Moore, Ethan,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Smith, Aria,3rd, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Moore, Joseph,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Rivera, Mateo,2nd, [A career in medicine],  Kingsley D
3, Carter, Riley,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Martin, Camila,N/A, [Not Just a nurse],  Davenport W
3, Ramirez, Scarlett,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
3, Perez, Levi,3rd, [The Entertainment Business],  Sinclair J
4, Robinson, Oliver,N/A,N/A, N/A
4, Miller, Charlotte,N/A,N/A, N/A
4, Allen, Logan,N/A,N/A, N/A
4, Lewis, Noah,N/A,N/A, N/A
4, Taylor, Gianna,N/A,N/A, N/A
4, Green, Owen,N/A,N/A, N/A
4, Sanchez, Zoey,N/A,N/A, N/A
4, Adams, Chloe,N/A,N/A, N/A
4, Flores, Lily,N/A,N/A, N/A
4, Roberts, Ava,N/A,N/A, N/A
4, Martin, Gianna,N/A,N/A, N/A


SUBJECT,  [Being a Chiropractor]
 Vance J by  Presenter 35
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Taylor, Logan,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, King, Harper,N/A, [The Entertainment Business],  Sinclair J
1, Rivera, Chloe,N/A, [A career in medicine],  Kingsley D
1, Johnson, Elijah,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Nelson, William,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
1, Taylor, Gianna,N/A, [Not Just a nurse],  Davenport W
1, Moore, Emma,N/A, [Why You need a resume],  Greystone M
1, Walker, Nora,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Moore, Joseph,7th, [Treating Cancer with Radiation],  Greystone O
1, Hernandez, Levi,N/A, [Exploring IT Careers],  Ellsworth G
1, Allen, Ava,N/A, [Practicing Now to Be an Author Later],  Rutherford E
1, Williams, Gianna,N/A, [Not Just a nurse],  Davenport W
1, Thompson, Lucas,N/A, [Career in Government],  Ormsby M
1, Adams, Harper,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
2, Robinson, Daniel,N/A, [Why You need a resume],  Greystone M
2, Perez, Henry,N/A, [Cybersecurity and hacking],  Whitmore H
2, Nelson, Jackson,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Robinson, Riley,N/A, [Cybersecurity and hacking],  Whitmore H
2, Thomas, Nora,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Johnson, Joseph,N/A, [Women in Electrical Engineering],  Marlowe B
2, Torres, Benjamin,N/A, [Not Just a nurse],  Davenport W
2, Perez, Samuel,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Lopez, Harper,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Allen, Henry,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
2, Carter, Ava,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Martin, Isabella,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Martinez, Mason,N/A, [Exploring IT Careers],  Ellsworth G
2, Torres, Aria,N/A, [Becoming a Sheriff],  Fairfax R
2, Hernandez, Aiden,N/A, [The Entertainment Business],  Sinclair J
2, Clark, Liam,N/A, [Careers in Cybersecurity],  Ravenscroft S
2, Hernandez, Ella,N/A, [School Board Member/SLP],  Fairfax O
2, Hernandez, Aria,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Nelson, Samuel,N/A, [Why You need a resume],  Greystone M
3, Roberts, William,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Martin, Henry,N/A, [Crime Scene Investigation],  Montgomery C
3, Lee, Sebastian,N/A, [Space Based Intelligence Software],  Haverford G
3, White, William,N/A, [Being a Pilot],  Galloway J
3, Jackson, Benjamin,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Garcia, Camila,N/A, [Career in Government],  Ormsby M
3, Miller, Alexander,N/A, [Being a Pilot],  Galloway J
3, Lewis, Noah,N/A, [Practicing Now to Be an Author Later],  Rutherford E
3, Martinez, Liam,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Robinson, Samuel,3rd, [The Entertainment Business],  Sinclair J
3, King, Mason,N/A, [Cybersecurity and hacking],  Whitmore H
3, Williams, Jack,N/A, [The Entertainment Business],  Sinclair J
3, Jackson, Mateo,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Williams, Liam,N/A, [Crime Scene Investigation],  Montgomery C
3, Lewis, Zoey,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Anderson, Aiden,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Torres, Riley,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
4, Martin, Scarlett,N/A,N/A, N/A
4, Jones, James,N/A,N/A, N/A
4, Rivera, William,N/A,N/A, N/A
4, Perez, Camila,N/A,N/A, N/A
4, Perez, Ethan,N/A,N/A, N/A
4, Harris, Logan,N/A,N/A, N/A
4, White, Evelyn,N/A,N/A, N/A
4, Thompson, Grace,N/A,N/A, N/A
4, Flores, Ava,N/A,N/A, N/A
4, Davis, Riley,N/A,N/A, N/A
4, Allen, William,6th,N/A, N/A
4, Williams, Carter,N/A,N/A, N/A
4, Thompson, Jack,N/A,N/A, N/A
4, Johnson, Emma,N/A,N/A, N/A
4, King, Aiden,N/A,N/A, N/A
4, Hill, Aria,N/A,N/A, N/A
4, Nelson, Zoey,6th,N/A, N/A
4, Carter, Jack,3rd,N/A, N/A
4, Smith, Liam,N/A,N/A, N/A
4, Williams, Ethan,N/A,N/A, N/A
4, Thompson, Emma,N/A,N/A, N/A
4, Clark, Aiden,6th,N/A, N/A
4, Lewis, William,N/A,N/A, N/A
4, Williams, Aria,N/A,N/A, N/A
4, Martinez, Levi,N/A,N/A, N/A


SUBJECT,  [A career in medicine]
 Kingsley D by  Presenter 36
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Baker, Alexander,N/A, [Personalities & Career Explorations],  Ashford S
1, Sanchez, Isabella,N/A, [Space Based Intelligence Software],  Haverford G
1, Harris, Gianna,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Miller, Carter,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Moore, Amelia,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Perez, Mila,N/A, [Women in Electrical Engineering],  Marlowe B
1, Perez, Ethan,N/A, [Career in Government],  Ormsby M
1, Martinez, Camila,N/A, [Women in Electrical Engineering],  Marlowe B
1, Torres, Sebastian,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Adams, Owen,N/A, [School Board Member/SLP],  Fairfax O
1, Brown, Elijah,N/A, [Space Based Intelligence Software],  Haverford G
1, Clark, Jack,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Flores, Charlotte,N/A, [Women in Electrical Engineering],  Marlowe B
1, Young, Luna,3rd, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Green, Mia,N/A, [Practicing Now to Be an Author Later],  Rutherford E
1, Roberts, Zoey,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
1, Robinson, Lucas,N/A, [Why You need a resume],  Greystone M
1, Ramirez, Joseph,N/A, [School Board Member/SLP],  Fairfax O
1, Wright, Samuel,N/A, [Being a Pilot],  Galloway J
1, Hernandez, Aria,N/A, [Being a Chiropractor],  Vance J
2, Scott, James,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
2, Rivera, Chloe,N/A, [Treating Cancer with Radiation],  Greystone O
2, Robinson, Jack,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Lewis, Jack,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Harris, Owen,N/A, [Treating Cancer with Radiation],  Greystone O
2, Garcia, Elijah,N/A, [Electrical Engineering],  Whitmore C
2, Roberts, Grace,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Adams, Mia,N/A, [School Board Member/SLP],  Fairfax O
2, Taylor, Benjamin,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Thomas, Charlotte,N/A, [Exploring IT Careers],  Ellsworth G
2, Jackson, Ava,4th, [The Role of Local Government in Everyday Living],  Kingsley O
2, Rodriguez, Jack,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Hall, Aria,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Rodriguez, Olivia,N/A, [Treating Cancer with Radiation],  Greystone O
2, Mitchell, Jack,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Ramirez, Aria,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, White, Ella,N/A, [Career in Government],  Ormsby M
2, Young, Ava,6th, [Why You need a resume],  Greystone M
3, King, Mateo,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Rivera, Ella,N/A, [Personalities & Career Explorations],  Ashford S
3, Taylor, Mia,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Brown, Jack,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Torres, James,N/A, [Engineering: a career with many changes],  Ravenscroft A
3, Flores, Lucas,N/A, [Women in Electrical Engineering],  Marlowe B
3, Anderson, Chloe,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Martin, Jackson,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Miller, Amelia,N/A, [Why You need a resume],  Greystone M
3, Allen, Ethan,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
3, White, Sebastian,N/A, [Finanical Literacy for Students],  Yardley A
3, Lewis, Mila,N/A, [The Entertainment Business],  Sinclair J
4, Walker, Carter,N/A,N/A, N/A
4, Young, Layla,N/A,N/A, N/A
4, Wright, Sebastian,N/A,N/A, N/A
4, Lee, Ava,N/A,N/A, N/A
4, Lopez, Harper,N/A,N/A, N/A
4, Thompson, Isabella,N/A,N/A, N/A
4, Jackson, Emma,N/A,N/A, N/A
4, Anderson, Evelyn,N/A,N/A, N/A
4, Perez, Liam,N/A,N/A, N/A
4, Rivera, Mateo,5th,N/A, N/A
4, Carter, Carter,N/A,N/A, N/A
4, Carter, Levi,N/A,N/A, N/A
4, Perez, Oliver,N/A,N/A, N/A
4, Martin, Mia,N/A,N/A, N/A
4, Lee, Zoey,N/A,N/A, N/A
4, Wright, Scarlett,N/A,N/A, N/A


SUBJECT,  [Not Just a nurse]
 Davenport W by  Presenter 37
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Davis, Riley,N/A, [Practicing Now to Be an Author Later],  Rutherford E
1, Davis, Aria,N/A, [Being a Pilot],  Galloway J
1, Jackson, Harper,N/A, [School Board Member/SLP],  Fairfax O
1, Hill, Lucas,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Lee, Lily,N/A, [Exploring IT Careers],  Ellsworth G
1, Moore, Ethan,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, Sanchez, Chloe,N/A, [Follow the Money to Stop the Crime],  Beaumont S
1, Taylor, Daniel,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Taylor, Charlotte,N/A, [Becoming a Sheriff],  Fairfax R
1, Green, Owen,N/A, [Space Based Intelligence Software],  Haverford G
1, Jones, Carter,N/A, [Finanical Literacy for Students],  Yardley A
1, Williams, Carter,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Scott, Joseph,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
1, Mitchell, Harper,3rd, [Becoming a Sheriff],  Fairfax R
1, Flores, William,N/A, [Career in Government],  Ormsby M
1, King, Mason,N/A, [Exploring IT Careers],  Ellsworth G
1, Sanchez, Oliver,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Perez, Gianna,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Martinez, Luna,N/A, [Careers in Cybersecurity],  Ravenscroft S
2, Lee, Sophia,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Brown, Sophia,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Jackson, Jack,N/A, [Becoming a Sheriff],  Fairfax R
2, Walker, Carter,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Taylor, Mia,N/A, [A career in medicine],  Kingsley D
2, Moore, Carter,N/A, [Why You need a resume],  Greystone M
2, Carter, Noah,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Flores, James,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Martin, Zoey,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Wright, Sebastian,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
2, Jones, Mia,N/A, [Engineering: a career with many changes],  Ravenscroft A
2, Williams, Lily,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
2, Taylor, Gianna,N/A, [Finanical Literacy for Students],  Yardley A
2, Harris, Riley,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Carter, Jackson,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Williams, Gianna,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Baker, Scarlett,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Sanchez, Isabella,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Torres, Mila,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Torres, Benjamin,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Torres, Ella,N/A, [Treating Cancer with Radiation],  Greystone O
3, Thomas, Aria,N/A, [Why You need a resume],  Greystone M
3, White, Emma,N/A, [Finanical Literacy for Students],  Yardley A
3, Lee, Owen,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Thomas, Harper,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Wright, Levi,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Ramirez, Owen,4th, [Career in Government],  Ormsby M
3, Smith, Henry,N/A, [Becoming a Sheriff],  Fairfax R
3, Hall, Olivia,1st, [Why You need a resume],  Greystone M
4, Adams, Alexander,N/A,N/A, N/A
4, Walker, Riley,N/A,N/A, N/A
4, Lopez, Grace,N/A,N/A, N/A
4, Ramirez, William,N/A,N/A, N/A
4, Walker, Nora,5th,N/A, N/A
4, Scott, Aiden,N/A,N/A, N/A
4, Nelson, Jackson,1st,N/A, N/A
4, Anderson, Harper,N/A,N/A, N/A
4, Martinez, Amelia,N/A,N/A, N/A
4, Martin, Camila,N/A,N/A, N/A
4, Nelson, Henry,N/A,N/A, N/A


SUBJECT,  [Sparking Innovation & Making an Impact]
 Marlowe S by  Presenter 38
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Lopez, Zoey,N/A, [Treating Cancer with Radiation],  Greystone O
1, Garcia, Logan,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Scott, Sebastian,N/A, [Cybersecurity and hacking],  Whitmore H
1, Torres, Joseph,N/A, [Space Based Intelligence Software],  Haverford G
1, Harris, Mateo,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Garcia, Elijah,N/A, [A career in medicine],  Kingsley D
1, Brown, Olivia,N/A, [Career in Government],  Ormsby M
1, Hall, Oliver,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Scott, Lucas,N/A, [Exploring IT Careers],  Ellsworth G
1, Anderson, Owen,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Hill, Camila,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Rivera, Harper,N/A, [The Entertainment Business],  Sinclair J
2, Harris, Gianna,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Anderson, Elijah,N/A, [Architecture - designing buildings big & small],  Eversley A
2, Adams, Layla,N/A, [Crime Scene Investigation],  Montgomery C
2, Flores, Gianna,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Roberts, Sophia,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, White, Ethan,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Moore, Riley,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Jackson, Levi,N/A, [Becoming a Sheriff],  Fairfax R
2, Roberts, Charlotte,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Scott, James,N/A, [Women in Electrical Engineering],  Marlowe B
3, Hall, Samuel,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Baker, Ella,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Campbell, Elijah,N/A, [Space Based Intelligence Software],  Haverford G
3, Nguyen, Oliver,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Thompson, Grace,N/A, [Being a Chiropractor],  Vance J
3, Williams, Lily,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Thompson, Ava,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Moore, Isabella,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Walker, Emma,N/A, [Career in Government],  Ormsby M
3, Robinson, Ellie,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Williams, Ethan,N/A, [Being a Chiropractor],  Vance J
4, Roberts, William,N/A,N/A, N/A
4, Baker, Alexander,N/A,N/A, N/A
4, Harris, Lucas,N/A,N/A, N/A
4, Wilson, Jackson,N/A,N/A, N/A
4, Rivera, Riley,N/A,N/A, N/A
4, Torres, James,N/A,N/A, N/A
4, Lopez, Jack,N/A,N/A, N/A
4, Martinez, Noah,N/A,N/A, N/A
4, Torres, Evelyn,N/A,N/A, N/A
4, Roberts, Grace,N/A,N/A, N/A
4, Roberts, Jackson,N/A,N/A, N/A
4, Scott, Noah,N/A,N/A, N/A
4, Rodriguez, Aria,6th,N/A, N/A
4, Harris, Sophia,N/A,N/A, N/A
4, Anderson, Aiden,N/A,N/A, N/A
4, Carter, Gianna,N/A,N/A, N/A


SUBJECT,  [Becoming a Melbourne Police Officer]
 Abernathy S by  Presenter 39
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Harris, Lucas,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, King, Mateo,N/A, [Why You need a resume],  Greystone M
1, Martin, Scarlett,N/A, [School Board Member/SLP],  Fairfax O
1, Robinson, Jack,N/A, [A career in medicine],  Kingsley D
1, Martin, Jackson,N/A, [Crime Scene Investigation],  Montgomery C
1, Thompson, Ava,N/A, [Practicing Now to Be an Author Later],  Rutherford E
1, Moore, Ethan,N/A, [Treating Cancer with Radiation],  Greystone O
1, Nelson, Mila,3rd, [School Board Member/SLP],  Fairfax O
1, Martinez, Mason,N/A, [Being a Chiropractor],  Vance J
1, Gonzalez, Zoey,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Carter, Emma,1st, [Engineering: a career with many changes],  Ravenscroft A
1, Williams, Ethan,N/A, [Cybersecurity and hacking],  Whitmore H
1, Roberts, Nora,N/A, [Why You need a resume],  Greystone M
1, Allen, Ethan,N/A, [Finanical Literacy for Students],  Yardley A
1, Torres, Riley,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, White, Ella,N/A, [A career in medicine],  Kingsley D
2, Martinez, Liam,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Torres, Mila,N/A, [Not Just a nurse],  Davenport W
2, Brown, Jack,N/A, [A career in medicine],  Kingsley D
2, Robinson, Oliver,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Rodriguez, Joseph,N/A, [Career in Government],  Ormsby M
2, Hill, Oliver,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Thomas, Zoey,N/A, [The Entertainment Business],  Sinclair J
2, Baker, Daniel,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Nelson, William,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Perez, Liam,N/A, [Exploring IT Careers],  Ellsworth G
2, Thompson, Samuel,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Campbell, Camila,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Lopez, Amelia,N/A, [Cybersecurity and hacking],  Whitmore H
2, Wright, Layla,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, King, Elijah,1st, [Becoming a Sheriff],  Fairfax R
2, Carter, Riley,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Ramirez, Scarlett,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Nelson, Scarlett,N/A, [The Entertainment Business],  Sinclair J
3, Robinson, Gianna,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Lewis, Luna,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Torres, Wyatt,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Sanchez, Zoey,N/A, [Practicing Now to Be an Author Later],  Rutherford E
3, Adams, Chloe,2nd, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Johnson, Emma,N/A, [Being a Chiropractor],  Vance J
3, Flores, William,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Thompson, Emma,N/A, [Being a Chiropractor],  Vance J
3, Hernandez, Levi,N/A, [Space Based Intelligence Software],  Haverford G
3, Hall, Mia,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Rivera, Amelia,N/A, [Electrical Engineering],  Whitmore C
3, Williams, Joseph,N/A, [The Entertainment Business],  Sinclair J
3, Scott, Lucas,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
4, Harris, Wyatt,N/A,N/A, N/A
4, Adams, Sophia,N/A,N/A, N/A
4, Jones, Alexander,N/A,N/A, N/A
4, Lopez, Mila,N/A,N/A, N/A
4, Hill, Lucas,N/A,N/A, N/A
